Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Price
SSD,MZHPV512HDGL-00000,Samsung,SM951 AHCI PCIe M.2 512GB,109,183,5086,https://ssd.userbenchmark.com/SpeedTest/24647/Samsung-MZHPV512HDGL-00000,200
SSD,MZ-7KE512BW,Samsung,SSD 850 PRO 512GB,229,104,60234,https://ssd.userbenchmark.com/Samsung-850-PRO-512GB/Rating/3478,200
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,315,90.3,14095,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645,200
SSD,VTX460-25SAT3-480G,OCZ,Vertex 460 480GB,362,86.6,346,https://ssd.userbenchmark.com/SpeedTest/11920/OCZ-VERTEX460,200
SSD,MZ-77E2T0B,Samsung,870 EVO 2TB,178,120,956,https://ssd.userbenchmark.com/SpeedTest/1463967/Samsung-SSD-870-EVO-2TB,199
SSD,MZ-76P1T0B,Samsung,SSD 860 PRO 1TB,201,111,5251,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB,199
SSD,CSSD-F240GBLEB,Corsair,Force LE 240GB,457,81,12071,https://ssd.userbenchmark.com/SpeedTest/42143/Corsair-Force-LE-SSD,199
SSD,HDTS748XZSTA,Toshiba,Q300 480GB,494,78.8,4127,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300,199
SSD,HDTS748EZSTA,Toshiba,Q300 480GB,494,78.8,4127,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300,199
SSD,ST120HM000,Seagate,600 120GB,557,75,580,https://ssd.userbenchmark.com/Seagate-600-120GB/Rating/1891,199
SSD,ASX7000NP-512GT-C,Adata,XPG SX7000 512GB,167,128,2347,https://ssd.userbenchmark.com/SpeedTest/318275/NVMe-ADATA-SX7000NP,198
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,215,108,24170,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1,198
SSD,MZ-7KE1T0BW,Samsung,SSD 850 PRO 1TB,226,104,20441,https://ssd.userbenchmark.com/Samsung-850-PRO-1TB/Rating/3577,198
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,251,97.3,80,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180,198
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,288,92.3,305,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180,198
SSD,ZP1000GM300,Seagate,FireCuda 510 1TB,47,258,2020,https://ssd.userbenchmark.com/SpeedTest/819569/Seagate-FireCuda-510-SSD-ZP1000GM30001,197
SSD,ZTSSD-PG3-480G-GE,Zotac,Sonix 480GB,101,189,219,https://ssd.userbenchmark.com/SpeedTest/131041/NVMe-ZTSSDPG3-480G-GE,197
SSD,SSDSC2CT240A4K5,Intel,335 Series 240GB,496,78.6,3669,https://ssd.userbenchmark.com/Intel-335-Series-240GB/Rating/1942,197
SSD,PI480GS25SSDR,Patriot,Ignite 480GB,297,91.4,2177,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574,194
SSD,HDTS225EZSTA,Toshiba,HG5d Q Series 256GB,479,79.4,2335,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624,193
SSD,HDTS225XZSTA,Toshiba,HG5d Q Series 256GB,479,79.4,2335,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624,193
SSD,WDS500G1B0C,WD,Blue SN500 500GB,100,189,11818,https://ssd.userbenchmark.com/SpeedTest/759521/WDC-WDS500G1B0C-00S6U0,192
SSD,PX-1TM8PeG,Plextor,M8Pe 1TB,92,194,354,https://ssd.userbenchmark.com/SpeedTest/175630/PLEXTOR-PX-1TM8PeG,190
SSD,MZ-76P256BW,Samsung,SSD 860 PRO 256GB,209,109,7821,https://ssd.userbenchmark.com/Samsung-860-PRO-256GB/Rating/3950,190
SSD,HDTS251EZSTA,Toshiba,HG5d Q Series 512GB,416,83.6,454,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST,190
SSD,HDTS251XZSTA,Toshiba,HG5d Q Series 512GB,416,83.6,454,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST,190
SSD,THNSNH512GBST,Toshiba,HG5d Q Series 512GB,416,83.6,454,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST,190
SSD,MDNVME80-SBX-1T,MyDigitalSSD,SBX 1TB,185,117,38,https://ssd.userbenchmark.com/SpeedTest/455228/SBX,189
SSD,,OCZ,AGILITY3 256GB,359,86.8,5,https://ssd.userbenchmark.com/SpeedTest/9551/OCZ-AGILITY3,189
SSD,,Plextor,PX-128M2P 128GB,614,72.2,69,https://ssd.userbenchmark.com/SpeedTest/6634/PLEXTOR--PX-128M2P,189
SSD,GP-ASM2NE6100TTTD,Gigabyte,Aorus 1TB,14,340,10040,https://ssd.userbenchmark.com/SpeedTest/842989/GIGABYTE-GP-ASM2NE6100TTTD,188
SSD,CSSD-F180GBGS-BK,Corsair,Force GS 180GB,600,72.7,525,https://ssd.userbenchmark.com/SpeedTest/1010/Corsair-Force-GS,188
SSD,CSSD-F512GBLX,Corsair,Force LX 512GB,316,90.2,385,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD,186
SSD,MZ-77Q2T0BW,Samsung,SSD 870 QVO 2TB,208,109,5897,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB,185
SSD,VTX4-25SAT3-128G,OCZ,Vertex 4 128GB,350,87.2,16805,https://ssd.userbenchmark.com/OCZ-Vertex-4-128GB/Rating/1895,185
SSD,ST240HM000,Seagate,600 240GB,426,82.9,2636,https://ssd.userbenchmark.com/Seagate-600-240GB/Rating/1601,185
SSD,AS511S3-240GM-C,Adata,S511 240GB,585,73.3,54,https://ssd.userbenchmark.com/SpeedTest/2462/ADATA-SS-D-S511-240GB,185
SSD,CSSD-F240GBGS-BK,Corsair,Force GS 240GB,509,77.7,3942,https://ssd.userbenchmark.com/SpeedTest/2047/Corsair-Force-GS,182
SSD,SSDSC2CT180A4K5,Intel,335 Series 180GB,603,72.5,2290,https://ssd.userbenchmark.com/SpeedTest/1641/INTEL-SSDSC2CT180A4,182
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,211,109,1838,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800,181
SSD,CSSD-F1000GBMP600,Corsair,Force MP600 1TB,16,333,31776,https://ssd.userbenchmark.com/SpeedTest/843047/Force-MP600,180
SSD,SVP200S3/240G,Kingston,SSDNow V+200 240GB,651,69.8,575,https://ssd.userbenchmark.com/Kingston-SSDNow-V-200-240GB/Rating/1445,180
SSD,VX500-25SAT3-512G,Toshiba,OCZ VX500 512GB,325,89.4,134,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500,179
SSD,SSDPEKNW010T8X1,Intel,660p 1TB,88,199,134091,https://ssd.userbenchmark.com/SpeedTest/602553/INTEL-SSDPEKNW010T8,178
SSD,MKNSSDST960GB,Mushkin,Striker 960GB,273,94.2,22,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB,178
SSD,SHSS37A/960G,HyperX,Savage 960GB,301,91.2,1274,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580,177
SSD,VTX450-25SAT3-256G,OCZ,Vertex 450 256GB,361,86.6,368,https://ssd.userbenchmark.com/OCZ-Vertex-450-256GB/Rating/1605,177
SSD,CT500BX100SSD1,Crucial,BX100 500GB,311,90.5,12113,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474,176
SSD,CSSD-N120GBGTXB-BK,Corsair,Neutron GTX 120GB,500,78.5,1994,https://ssd.userbenchmark.com/SpeedTest/1081/Corsair-Neutron-GTX-SSD,175
SSD,MZ-7TD250BW,Samsung,SSD 840 250GB,652,69.7,31520,https://ssd.userbenchmark.com/Samsung-840-250GB/Rating/1510,175
SSD,WDS500G2X0C,WD,Black 500GB (2018),71,229,19217,https://ssd.userbenchmark.com/SpeedTest/485459/WDS500G2X0C-00L350,172
SSD,WDS200T2B0A,WD,Blue 3D 2TB,257,96.6,1076,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50,172
SSD,CT512MX100SSD1,Crucial,MX100 512GB,355,86.9,25488,https://ssd.userbenchmark.com/Crucial-MX100-512GB/Rating/3475,172
SSD,SDSSDHII-480G-G25,SanDisk,Ultra II 480GB,369,86,45594,https://ssd.userbenchmark.com/SanDisk-Ultra-II-480GB/Rating/3473,172
SSD,MKNSSDST480GB,Mushkin,Striker 480GB,417,83.6,207,https://ssd.userbenchmark.com/SpeedTest/24686/MKNSSDST480GB,172
SSD,SD6SB2M-256G-1022I,SanDisk,X210 256GB,445,81.7,199,https://ssd.userbenchmark.com/SpeedTest/2244/SanDisk-SD6SB2M256G1022I,172
SSD,,Plextor,PX-128M3P 128GB,518,77.4,208,https://ssd.userbenchmark.com/SpeedTest/3527/PLEXTOR-PX-128M3P,172
SSD,SSDSC2CW180A3,Intel,520 Series 180GB,641,70.2,11591,https://ssd.userbenchmark.com/SpeedTest/4086/INTEL-SSDSC2CW180A3,172
SSD,CSSD-N240GBGTXB-BK,Corsair,Neutron GTX 240GB,471,80.2,2964,https://ssd.userbenchmark.com/Corsair-Neutron-GTX-240GB/Rating/1404,171
SSD,SB-ROCKET-NVMe4-1TB,Sabrent,Rocket 4 1TB,15,339,35282,https://ssd.userbenchmark.com/SpeedTest/844208/Sabrent-ROCKET-40-1TB,170
SSD,MZ-V7E1T0BW,Samsung,SSD 970 EVO 1TB,24,300,250764,https://ssd.userbenchmark.com/SpeedTest/494791/Samsung-SSD-970-EVO-1TB,170
SSD,,Apple,SM0512G PCIe 500GB,129,161,1096,https://ssd.userbenchmark.com/SpeedTest/25611/APPLE-SSD-SM0512G,169
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,299,91.3,907,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508,169
SSD,MZ-V7S1T0BW,Samsung,SSD 970 EVO Plus 1TB,20,322,241921,https://ssd.userbenchmark.com/SpeedTest/693540/Samsung-SSD-970-EVO-Plus-1TB,168
SSD,SSDSC2KW240H6,Intel,540s Series 240GB,517,77.4,6535,https://ssd.userbenchmark.com/SpeedTest/125849/INTEL-SSDSC2KW240H6,167
SSD,SSDSC2BP240G410,Intel,730 Series 240GB,413,83.9,6653,https://ssd.userbenchmark.com/Intel-730-Series-240GB/Rating/2031,166
SSD,ST240FP0021,Seagate,600 PRO 240GB,503,78.2,308,https://ssd.userbenchmark.com/SpeedTest/7447/ST240FP0021,166
SSD,HDTS712XZSTA,Toshiba,Q300 120GB,628,71.3,1623,https://ssd.userbenchmark.com/SpeedTest/35283/TOSHIBA-Q300,166
SSD,HDTS712EZSTA,Toshiba,Q300 120GB,628,71.3,1623,https://ssd.userbenchmark.com/SpeedTest/35283/TOSHIBA-Q300,166
SSD,CT240M500SSD1,Crucial,M500 240GB,552,75.2,26300,https://ssd.userbenchmark.com/Crucial-M500-240GB/Rating/1551,165
SSD,VTX460A-25SAT3-480G,OCZ,Vertex 460A 480GB,304,91,436,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A,163
SSD,SD8SB8U-512G-1122,SanDisk,X400 512GB,415,83.7,6213,https://ssd.userbenchmark.com/SpeedTest/74118/SanDisk-SD8SB8U512G1122,163
SSD,,Adata,SP600 256GB,478,79.4,3773,https://ssd.userbenchmark.com/SpeedTest/8707/ADATA-SP600,163
SSD,,Adata,SP600 128GB,556,75,6917,https://ssd.userbenchmark.com/SpeedTest/7306/ADATA-SP600,163
SSD,ASX930SS3-240GM-C,Adata,XPG SX930 240GB,365,86.5,1270,https://ssd.userbenchmark.com/Adata-XPG-SX930-240GB/Rating/3636,162
SSD,ZP2000GM300,Seagate,FireCuda 510 2TB,49,251,958,https://ssd.userbenchmark.com/SpeedTest/827002/Seagate-FireCuda-510-SSD-ZP2000GM30001,161
SSD,CSSD-N240GBXTI,Corsair,Neutron XTi 240GB,337,88.7,715,https://ssd.userbenchmark.com/SpeedTest/159221/Corsair-Neutron-XTI-SSD,161
SSD,MZ-V6E500BW,Samsung,SSD 960 EVO 500GB,79,213,152838,https://ssd.userbenchmark.com/SpeedTest/204072/Samsung-SSD-960-EVO-500GB,160
SSD,MZHPU512HCGL,Samsung,XP941 PCIe M.2 512GB,170,126,1243,https://ssd.userbenchmark.com/SpeedTest/4874/Samsung-MZHPU512HCGL-00000,160
SSD,,Samsung,MZFLV512 512GB,216,108,1305,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-Samsung-MZFLV512,160
SSD,VTR180-25SAT3-240G,OCZ,Vector 180 240GB,310,90.7,955,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493,160
SSD,RADEON-R7SSD-120G,OCZ,AMD Radeon R7 120GB,351,87.2,1025,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-120GB/Rating/3492,160
SSD,MKNSSDRE256GB,Mushkin,Reactor 256GB,452,81.2,851,https://ssd.userbenchmark.com/SpeedTest/30195/MKNSSDRE256GB,160
SSD,CT120BX100SSD1,Crucial,BX100 120GB,543,75.6,4452,https://ssd.userbenchmark.com/Crucial-BX100-120GB/Rating/3489,160
SSD,SDSSDXPM2-1T00-G25,SanDisk,Extreme PRO 1TB (2018),36,276,1927,https://ssd.userbenchmark.com/SpeedTest/493695/SanDisk-Extreme-PRO-1TB,159
SSD,CT128M550SSD1,Crucial,M550 128GB,375,85.8,2256,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485,159
SSD,TS256GMSA370,Transcend,MSA370 mSATA 256GB,531,76.3,183,https://ssd.userbenchmark.com/SpeedTest/16272/TS256GMSA370,159
SSD,TRN150-25SAT3-120G,OCZ,Trion 150 120GB,572,74.2,3251,https://ssd.userbenchmark.com/OCZ-Trion-150-120GB/Rating/3618,159
SSD,PX-512M8PeG,Plextor,M8Pe 512GB,90,196,2399,https://ssd.userbenchmark.com/SpeedTest/169863/PLEXTOR-PX-512M8PeG,158
SSD,MKNSSDCR240GB-DX,Mushkin,Chronos Deluxe 240GB,573,74.1,1476,https://ssd.userbenchmark.com/Mushkin-Chronos-Deluxe-240GB/Rating/1820,156
SSD,MZ-76Q1T0BW,Samsung,SSD 860 QVO 1TB,295,91.8,136980,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB,155
SSD,CT750MX300SSD1,Crucial,MX300 750GB,332,88.9,17239,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644,155
SSD,CT1000MX200SSD1,Crucial,MX200 1TB,423,83.2,3067,https://ssd.userbenchmark.com/Crucial-MX200-1TB/Rating/3578,155
SSD,SSDSC2BB300G4,Intel,S3500 Series 300GB,490,79,389,https://ssd.userbenchmark.com/SpeedTest/9352/INTEL-SSDSC2BB300G4,155
SSD,PX-AG256M6e,Plextor,M6e PCIe 256GB,191,114,647,https://ssd.userbenchmark.com/SpeedTest/7265/PLEXTOR-PX-AG256M6e,154
SSD,SSDPEKKF256G7X1,Intel,PRO 6000p 256GB,222,106,7365,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H,154
SSD,WDS500G1B0B,WD,Blue SATA M.2 500GB,392,84.9,5060,https://ssd.userbenchmark.com/SpeedTest/209713/WDC-WDS500G1B0B-00AS40,154
SSD,CT128M550SSD4,Crucial,M550 SATA M.2 128GB,381,85.6,149,https://ssd.userbenchmark.com/SpeedTest/15846/Crucial-CT128M550SSD4,153
SSD,,Patriot,Blast 240GB,539,75.8,3694,https://ssd.userbenchmark.com/SpeedTest/33423/Patriot-Blast,153
SSD,TS256GMTS400,Transcend,MTS400 M.2 256GB,473,79.8,884,https://ssd.userbenchmark.com/SpeedTest/18101/TS256GMTS400,152
SSD,CT960BX200SSD1,Crucial,BX200 960GB,421,83.2,963,https://ssd.userbenchmark.com/Crucial-BX200-960GB/Rating/3628,151
SSD,MZ-V7P512BW,Samsung,SSD 970 PRO 512GB,19,326,76493,https://ssd.userbenchmark.com/SpeedTest/498971/Samsung-SSD-970-PRO-512GB,150
SSD,MZVLB1T0HALR,Samsung,PM981 1TB,61,236,21655,https://ssd.userbenchmark.com/SpeedTest/413203/PM981-NVMe-Samsung-1024GB,150
SSD,PX-1TM8SeY,Plextor,M8Se 1TB,149,143,134,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG,150
SSD,PX-1TM8SeG,Plextor,M8Se 1TB,149,143,134,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG,150
SSD,PX-1TM8SeGN,Plextor,M8Se 1TB,149,143,134,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG,150
SSD,MZ-7KE256BW,Samsung,SSD 850 PRO 256GB,233,103,110713,https://ssd.userbenchmark.com/Samsung-850-PRO-256GB/Rating/2385,150
SSD,CT500MX200SSD3,Crucial,MX200 mSATA 500GB,370,86,483,https://ssd.userbenchmark.com/SpeedTest/24060/Crucial-CT500MX200SSD3,150
SSD,ASX8200NP-480GT-C,Adata,XPG SX8200 480GB,67,231,13559,https://ssd.userbenchmark.com/SpeedTest/482768/ADATA-SX8200NP,149
SSD,TRN150-25SAT3-960G,OCZ,Trion 150 960GB,341,88.5,2176,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621,149
SSD,ASX8000NP-256GM-C,Adata,XPG SX8000 256GB,160,136,2234,https://ssd.userbenchmark.com/SpeedTest/209005/NVMe-ADATA-SX8000NP,148
SSD,MZ-75E500B,Samsung,SSD 850 EVO 500GB,204,110,645285,https://ssd.userbenchmark.com/Samsung-850-EVO-500GB/Rating/3477,148
SSD,ASP610SS3-256GM-C,Adata,Premier SP610 256GB,444,81.8,1721,https://ssd.userbenchmark.com/Adata-Premier-SP610-256GB/Rating/3281,148
SSD,SSDPEKNU020TZX1,Intel,670p 2TB,9,374,1,https://ssd.userbenchmark.com/SpeedTest/1393067/INTEL-SSDPEKNU020TZ,147
SSD,WDS100T3X0C,WD,Black SN750 1TB (2019),28,288,66702,https://ssd.userbenchmark.com/SpeedTest/703216/WDS100T3X0C-00SJG0,146
SSD,CSSD-N240GBXT,Corsair,Neutron XT 240GB,306,90.9,1359,https://ssd.userbenchmark.com/Corsair-Neutron-XT-240GB/Rating/3277,146
SSD,PX-256M5P,Plextor,M5 PRO 256GB,323,89.5,2117,https://ssd.userbenchmark.com/Plextor-M5-PRO-256GB/Rating/1410,146
SSD,SSD7CS1311-480-RB,PNY,CS1311 480GB,376,85.7,10711,https://ssd.userbenchmark.com/PNY-CS1311-480GB/Rating/3616,146
SSD,,Liteonit,LMT-19nmBGA-256G-DS 256GB,625,71.6,62,https://ssd.userbenchmark.com/SpeedTest/4373/LITEONIT-LMT-19nmBGA-256G-DS,146
SSD,RVD400-M22280-256G,Toshiba,OCZ RD400 256GB,115,175,3150,https://ssd.userbenchmark.com/SpeedTest/142093/NVMe-TOSHIBA-RD400,145
SSD,TRN100-25SAT3-480G,OCZ,Trion 100 480GB,656,69.6,1350,https://ssd.userbenchmark.com/SpeedTest/32318/OCZ-TRION100,145
SSD,WDS100T1B0A,WD,Blue 1TB,344,88.1,4957,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0,144
SSD,THNSNH256GMCT,Toshiba,HG5d Q Series mSATA 256GB,632,70.9,1082,https://ssd.userbenchmark.com/SpeedTest/5507/TOSHIBA-THNSNH256GMCT,144
SSD,MZ-7KE128BW,Samsung,SSD 850 PRO 128GB,255,96.7,15365,https://ssd.userbenchmark.com/Samsung-850-PRO-128GB/Rating/3483,143
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,286,92.5,128,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4,142
SSD,CSSD-F256GBLX,Corsair,Force LX 256GB,425,83,1956,https://ssd.userbenchmark.com/SpeedTest/13556/CORSAIR-FORCE-LX-SSD,141
SSD,MKNSSDPL500GB-D8,Mushkin,Pilot 500GB,63,236,2496,https://ssd.userbenchmark.com/SpeedTest/517228/MKNSSDPL500GB-D8,140
SSD,SB-ROCKET-1TB,Sabrent,Rocket 1TB,72,226,868,https://ssd.userbenchmark.com/SpeedTest/764240/NVMe-Sabrent,140
SSD,KXG50ZNV1T02,Toshiba,XG5 1TB,133,158,6685,https://ssd.userbenchmark.com/SpeedTest/359586/KXG50ZNV1T02-NVMe-TOSHIBA-1024GB,140
SSD,ARC100-25SAT3-120G,OCZ,ARC 100 120GB,449,81.4,3307,https://ssd.userbenchmark.com/OCZ-ARC-100-120GB/Rating/3487,140
SSD,MZ-V6E250BW,Samsung,SSD 960 EVO 250GB,93,194,224761,https://ssd.userbenchmark.com/SpeedTest/200373/Samsung-SSD-960-EVO-250GB,139
SSD,CT525MX300SSD1,Crucial,MX300 525GB,368,86.2,81238,https://ssd.userbenchmark.com/Crucial-MX300-525GB/Rating/3643,139
SSD,PX-128M6PRO,Plextor,M6 PRO 128GB,377,85.6,644,https://ssd.userbenchmark.com/SpeedTest/14853/PLEXTOR-PX-128M6PRO,139
SSD,,Liteonit,LCS-512M6S 2.5 7mm 512GB,435,82.2,907,https://ssd.userbenchmark.com/SpeedTest/4103/LITEONIT-LCS-512M6S-25-7mm-512GB,139
SSD,SD7SB6S-256G-1122,SanDisk,X300 256GB,465,80.5,1844,https://ssd.userbenchmark.com/SpeedTest/19618/SanDisk-SD7SB6S256G1122,139
SSD,TS256GMTS800,Transcend,MTS800 M.2 256GB,480,79.3,1805,https://ssd.userbenchmark.com/SpeedTest/20255/TS256GMTS800,139
SSD,SKC300S37A/240G,Kingston,SSDNow KC300 240GB,528,76.7,1719,https://ssd.userbenchmark.com/SpeedTest/8366/KINGSTON-SKC300S37A240G,139
SSD,SUV400S37/480G,Kingston,SSDNow UV400 480GB,582,73.6,18950,https://ssd.userbenchmark.com/SpeedTest/138433/KINGSTON-SUV400S37480G,139
SSD,MZVPV256HDGL-00000,Samsung,SM951 256GB,108,183,6858,https://ssd.userbenchmark.com/SpeedTest/30950/NVMe-Samsung-MZVPV256,138
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,280,93.2,127,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180,138
SSD,PX-256M6S,Plextor,M6S 256GB,322,89.5,1299,https://ssd.userbenchmark.com/Plextor-M6S-256GB/Rating/3505,138
SSD,PX-256M3,Plextor,M3 256GB,498,78.5,218,https://ssd.userbenchmark.com/SpeedTest/3752/PLEXTOR-PX-256M3,138
SSD,VTX3MI-25SAT3-240G,OCZ,Vertex 3 MAX IOPS 240GB,545,75.5,1259,https://ssd.userbenchmark.com/OCZ-Vertex-3-MAX-IOPS-240GB/Rating/376,138
SSD,CT960BX500SSD1,Crucial,BX500 960GB,636,70.5,8473,https://ssd.userbenchmark.com/SpeedTest/666214/CT960BX500SSD1,138
SSD,SKC300S37A/180G,Kingston,SSDNow KC300 180GB,658,69.6,397,https://ssd.userbenchmark.com/SpeedTest/5528/KINGSTON-SKC300S37A180G,138
SSD,SSDPEKKW128G8XT,Intel,760p Series 128GB,174,125,819,https://ssd.userbenchmark.com/SpeedTest/446913/INTEL-SSDPEKKW128G8,137
SSD,PI240GS325SSDR,Patriot,Ignite 240GB,340,88.6,1645,https://ssd.userbenchmark.com/Patriot-Ignite-240GB/Rating/3573,136
SSD,CT240M500SSD3,Crucial,M500 mSATA 240GB,659,69.6,1109,https://ssd.userbenchmark.com/SpeedTest/4823/Crucial--CT240M500SSD3,136
SSD,MZ-V8P500B,Samsung,SSD 980 PRO 500GB,13,346,13173,https://ssd.userbenchmark.com/SpeedTest/1307906/Samsung-SSD-980-PRO-500GB,134
SSD,CT1000P5SSD8,Crucial,P5 3D 1TB,26,294,6998,https://ssd.userbenchmark.com/SpeedTest/1217319/CT1000P5SSD8,134
SSD,MZ-V8V1T0B,Samsung,SSD 980 1TB,27,292,2826,https://ssd.userbenchmark.com/SpeedTest/1488476/Samsung-SSD-980-1TB,134
SSD,SD7SB6S-128G-1122,SanDisk,X300 128GB,516,77.5,1900,https://ssd.userbenchmark.com/SpeedTest/20791/SanDisk-SD7SB6S128G1122,134
SSD,MKNSSDE3480GB,Mushkin,ECO3 480GB,418,83.5,2069,https://ssd.userbenchmark.com/SpeedTest/82715/MKNSSDE3480GB,133
SSD,CT1000P2SSD8,Crucial,P2 3D 1TB,76,220,6979,https://ssd.userbenchmark.com/SpeedTest/1312497/CT1000P2SSD8,132
SSD,CSSD-N240GB3-BK,Corsair,Neutron (v0) 240GB,508,77.7,333,https://ssd.userbenchmark.com/Corsair-Neutron-v0-240GB/Rating/1405,132
SSD,CT256M550SSD1,Crucial,M550 256GB,307,90.9,5508,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000,131
SSD,SH103S3/120G,Kingston,HyperX 3K 120GB,583,73.5,36439,https://ssd.userbenchmark.com/Kingston-HyperX-3K-120GB/Rating/1894,131
SSD,SDSSDXPS-240G,SanDisk,Extreme PRO 240GB,294,91.8,9140,https://ssd.userbenchmark.com/SanDisk-Extreme-PRO-240GB/Rating/2356,130
SSD,ZTSSD-A5P-480G-PE,Zotac,Premium Edition 480GB,329,89.2,253,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599,130
SSD,MZ-750120BW,Samsung,SSD 750 EVO 120GB,302,91.1,16925,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB,129
SSD,SD6SB1M-128G-1022I,SanDisk,X110 128GB,589,73,8012,https://ssd.userbenchmark.com/SpeedTest/8226/SanDisk-SD6SB1M128G1022I,129
SSD,MDNVME80-BPX-0512,MyDigitalSSD,BPX 480GB,137,157,1415,https://ssd.userbenchmark.com/SpeedTest/206552/BPX,128
SSD,SSDPEKKW256G7X1,Intel,600p Series 256GB,175,122,48608,https://ssd.userbenchmark.com/SpeedTest/169054/INTEL-SSDPEKKW256G7,128
SSD,HDTS425XZSTA,Toshiba,Q300 PRO 256GB,470,80.4,1264,https://ssd.userbenchmark.com/SpeedTest/35467/TOSHIBA-Q300-PRO,128
SSD,SSDSC2BW240A4,Intel,530 Series 240GB,538,75.8,15165,https://ssd.userbenchmark.com/SpeedTest/3104/INTEL-SSDSC2BW240A4,128
SSD,SKC300S37A/120G,Kingston,SSDNow KC300 120GB,610,72.4,1834,https://ssd.userbenchmark.com/Kingston-SSDNow-KC300-120GB/Rating/2264,128
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,339,88.6,89,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000,127
SSD,SD8SBAT-256G-1122,SanDisk,Z400s 256GB,619,72,9421,https://ssd.userbenchmark.com/SpeedTest/34116/SanDisk-SD8SBAT256G1122,127
SSD,SHFS37A/240G,HyperX,Fury 240GB,631,70.9,25535,https://ssd.userbenchmark.com/SpeedTest/13145/KINGSTON-SHFS37A240G,127
SSD,MZHPV128HDGM-00000,Samsung,SM951 AHCI PCIe M.2 128GB,130,160,1946,https://ssd.userbenchmark.com/SpeedTest/26719/Samsung-MZHPV128HDGM-00000,126
SSD,MZVLB512HAJQ,Samsung,PM981 512GB,80,213,61311,https://ssd.userbenchmark.com/SpeedTest/401452/Samsung-MZVLB512HAJQ-000L2,125
SSD,WDS500G1B0A,WD,Blue 500GB,402,84.5,12525,https://ssd.userbenchmark.com/SpeedTest/192687/WDC-WDS500G1B0A-00H9H0,125
